timestamp,open,high,low,close,volume
2025-12-08 00:00:00+00:00,90395.32,90407.98,90250.2,90271.02,21.98982
2025-12-08 00:01:00+00:00,90271.01,90343.81,90220.0,90327.71,19.73966
2025-12-08 00:02:00+00:00,90327.71,90327.71,90265.26,90290.13,6.2931
2025-12-08 00:03:00+00:00,90290.13,90332.0,90290.12,90290.13,7.55768
2025-12-08 00:04:00+00:00,90290.12,90388.0,90290.12,90369.6,16.1505
2025-12-08 00:05:00+00:00,90369.61,90369.61,90281.93,90299.57,9.43829
2025-12-08 00:06:00+00:00,90299.57,90299.57,90188.0,90195.96,10.59528
2025-12-08 00:07:00+00:00,90195.96,90278.3,90195.96,90269.87,5.61322
2025-12-08 00:08:00+00:00,90269.87,90278.8,90131.84,90131.84,14.21743
2025-12-08 00:09:00+00:00,90131.84,90215.07,90131.84,90199.99,11.05261
2025-12-08 00:10:00+00:00,90200.0,90200.0,90105.53,90132.12,7.91439
2025-12-08 00:11:00+00:00,90132.11,90132.12,90087.4,90129.86,6.09685
2025-12-08 00:12:00+00:00,90129.86,90145.12,90104.27,90128.18,7.50061
2025-12-08 00:13:00+00:00,90128.18,90139.89,90076.92,90088.3,4.45194
2025-12-08 00:14:00+00:00,90088.31,90088.31,90051.81,90069.21,4.81244
2025-12-08 00:15:00+00:00,90069.2,90116.56,90051.81,90093.68,4.78688
2025-12-08 00:16:00+00:00,90093.69,90093.69,90021.76,90055.54,9.45345
2025-12-08 00:17:00+00:00,90055.55,90137.82,90055.55,90137.81,4.37653
2025-12-08 00:18:00+00:00,90137.82,90137.82,90048.99,90048.99,3.82475
2025-12-08 00:19:00+00:00,90049.0,90054.63,89905.1,89913.65,21.99069
2025-12-08 00:20:00+00:00,89913.65,90039.1,89860.0,90039.09,17.26319
2025-12-08 00:21:00+00:00,90039.1,90079.75,90007.4,90076.73,5.14658
2025-12-08 00:22:00+00:00,90076.73,90118.0,90058.02,90113.95,3.17152
2025-12-08 00:23:00+00:00,90113.95,90286.35,90102.23,90279.01,18.73287
2025-12-08 00:24:00+00:00,90279.01,90287.3,90220.0,90220.0,3.25409
2025-12-08 00:25:00+00:00,90220.0,90290.12,90210.48,90290.11,2.14517
2025-12-08 00:26:00+00:00,90290.11,90290.11,90213.03,90247.98,1.89462
2025-12-08 00:27:00+00:00,90247.98,90272.15,90236.24,90272.15,1.40093
2025-12-08 00:28:00+00:00,90272.15,90272.15,90213.03,90219.46,4.00488
2025-12-08 00:29:00+00:00,90219.45,90256.15,90200.01,90249.99,4.05755
2025-12-08 00:30:00+00:00,90249.98,90249.98,90223.68,90236.26,3.23983
2025-12-08 00:31:00+00:00,90236.26,90300.0,90223.68,90264.85,5.57032
2025-12-08 00:32:00+00:00,90264.85,90360.0,90257.85,90360.0,8.05935
2025-12-08 00:33:00+00:00,90359.99,90388.0,90324.96,90367.79,3.73336
2025-12-08 00:34:00+00:00,90367.79,90447.52,90367.78,90447.52,10.21779
2025-12-08 00:35:00+00:00,90447.52,90627.11,90447.52,90592.91,61.83161
2025-12-08 00:36:00+00:00,90592.92,90592.92,90440.31,90440.78,14.71252
2025-12-08 00:37:00+00:00,90440.78,90461.19,90400.03,90427.61,5.75878
2025-12-08 00:38:00+00:00,90427.62,90481.02,90402.0,90466.31,5.97034
2025-12-08 00:39:00+00:00,90466.32,90497.16,90438.77,90464.32,4.56887
2025-12-08 00:40:00+00:00,90464.32,90486.38,90424.0,90462.91,7.88002
2025-12-08 00:41:00+00:00,90462.92,90462.92,90395.31,90395.31,2.99495
2025-12-08 00:42:00+00:00,90395.32,90418.43,90395.31,90418.08,3.0207
2025-12-08 00:43:00+00:00,90418.08,90419.14,90361.89,90361.89,5.09468
2025-12-08 00:44:00+00:00,90361.89,90361.89,90312.5,90318.37,4.8502
2025-12-08 00:45:00+00:00,90318.38,90339.74,90263.0,90263.0,4.11711
2025-12-08 00:46:00+00:00,90263.01,90333.66,90232.01,90314.25,9.60491
2025-12-08 00:47:00+00:00,90314.25,90334.06,90290.12,90300.39,3.55856
2025-12-08 00:48:00+00:00,90300.38,90356.85,90290.12,90356.85,6.85823
2025-12-08 00:49:00+00:00,90356.85,90391.47,90327.25,90384.01,3.29105
2025-12-08 00:50:00+00:00,90384.0,90387.05,90354.64,90380.41,3.03357
2025-12-08 00:51:00+00:00,90380.41,90380.41,90324.72,90340.6,2.29136
2025-12-08 00:52:00+00:00,90340.6,90370.52,90309.25,90335.76,3.09244
2025-12-08 00:53:00+00:00,90335.76,90372.77,90335.76,90372.77,1.80778
2025-12-08 00:54:00+00:00,90372.78,90424.0,90361.75,90400.12,14.27385
2025-12-08 00:55:00+00:00,90400.13,90429.59,90363.71,90424.01,12.55432
2025-12-08 00:56:00+00:00,90424.0,90435.59,90395.31,90435.58,4.14248
2025-12-08 00:57:00+00:00,90435.58,90473.05,90435.58,90454.39,6.29933
2025-12-08 00:58:00+00:00,90454.39,90454.39,90383.56,90383.56,4.62441
2025-12-08 00:59:00+00:00,90383.57,90408.22,90346.69,90346.7,5.64295
2025-12-08 01:00:00+00:00,90346.7,90357.82,90301.86,90350.77,5.4635
