timestamp,open,high,low,close,volume,hl_range,oc_diff,ret,ma_7,ma_21,ma_50,ema_12,ema_26,hma_21,rsi_14,roc_10,ret_std_7,ret_std_30,atr_14,obv,vwap,vol_change
2025-10-19 21:00:00+00:00,108845.07,108869.87,108620.0,108744.82,272.94763,249.86999999999534,-100.25,-0.0009209421171708643,108872.24714285714,107825.99380952382,107301.99900000001,108470.22879460778,107946.86954851128,109347.41384675323,72.14927654878264,0.008919271201790036,0.002803406879019773,0.002830618925645075,697.4499999999971,3898.7273699999982,107382.46608570845,-0.5873383293723062
2025-10-19 22:00:00+00:00,108744.83,109370.99,108744.83,109146.8,673.56143,626.1600000000035,401.97000000000116,0.0036965438905502968,108966.54714285715,107929.49571428572,107344.5076,108574.31667236044,108035.7532856586,109390.86697402596,80.15368859317371,0.01407925175759539,0.003064971914666368,0.0028191253311289433,676.1371428571407,4572.288799999998,107423.52167145592,1.4677313739635696
2025-10-19 23:00:00+00:00,109146.8,109146.8,108471.1,108642.78,440.82047,675.6999999999971,-504.0200000000041,-0.004617817471515462,108969.20285714285,108015.0080952381,107371.33520000002,108584.8494919973,108080.71822746166,109368.39257922079,65.40740612021472,0.005055120275117675,0.003682989212651272,0.00297387169554221,573.7099999999981,4131.468329999999,107444.15585534844,-0.3455378375807534
2025-10-20 00:00:00+00:00,108642.77,108642.77,107402.52,108047.46,1198.8653,1240.25,-595.3099999999977,-0.005479609413529318,108816.90857142858,108051.75476190474,107392.2824,108502.17418553618,108078.2546550571,109232.20783896104,51.988595900414495,-0.003302508628023948,0.0035935697978006624,0.0031685668621992814,598.8414285714264,2932.603029999999,107467.91031057319,1.7196225710661754
2025-10-20 01:00:00+00:00,108047.46,108276.04,107894.0,108053.58,602.84285,382.0399999999936,6.119999999995343,5.66417757530413e-05,108626.98999999999,108099.6919047619,107424.7204,108433.1596954537,108076.42690283064,109022.5331168831,53.33530900784098,-0.003992378789289375,0.0032612832223671826,0.0031499272157589076,581.3121428571404,3535.445879999999,107480.01320190201,-0.4971554769330633
2025-10-20 02:00:00+00:00,108053.57,108970.51,107854.71,108767.02,605.86943,1115.7999999999884,713.4499999999971,0.0066026502777603024,108606.78857142858,108189.14095238096,107463.15039999998,108484.52281923004,108127.58194706541,108850.93293333333,62.31485799182346,0.0013149004839529965,0.004273532426463845,0.0033470794120128004,629.7607142857107,4141.315309999999,107500.66752615012,0.005020512393901555
2025-10-20 03:00:00+00:00,108767.03,110427.86,108571.59,110145.44,1275.9775,1856.270000000004,1378.4100000000035,0.012673143017065236,108792.55714285714,108349.50714285714,107523.0732,108740.0485393485,108277.05291394945,108881.44567099567,68.5467111741877,0.009457306482276495,0.006448021142181965,0.0040125148172877574,700.0357142857112,5417.292809999999,107588.69154237777,1.1060272012733834
2025-10-20 04:00:00+00:00,110145.45,110535.13,109951.96,110422.1,865.34314,583.1699999999983,276.65000000000873,0.002511769892607374,109032.16857142858,108522.65476190476,107599.5556,108998.82568714104,108435.94529069393,109091.36172554114,68.36074141111402,0.00949955573539274,0.006343758748957909,0.004013759997898037,697.3535714285681,6282.635949999999,107659.94844205772,-0.32181943647125444
2025-10-20 05:00:00+00:00,110422.1,111111.0,110291.27,111033.79,991.81207,819.7299999999959,611.6899999999878,0.005539561374036328,109301.73857142856,108741.21857142856,107678.8234,109311.89711988857,108628.378232124,109472.18432813855,71.14767981534843,0.019515110079173947,0.006453224256645766,0.004096219538711469,734.9464285714255,7274.448019999999,107752.01887999424,0.146148879160237
2025-10-20 06:00:00+00:00,111033.79,111377.34,111001.91,111298.55,1196.86696,375.429999999993,264.7600000000093,0.0023844993492523336,109681.13428571427,108926.79380952384,107775.2202,109617.5360245211,108826.16873344815,109950.74581731604,71.74481495815877,0.022541124052851025,0.005666237181785964,0.0040354492333020365,708.3149999999961,8471.31498,107870.2999214319,0.2067477259073891
2025-10-20 07:00:00+00:00,111298.55,111445.67,111050.78,111169.92,913.95455,394.8899999999994,-128.63000000000466,-0.0011557203575428554,110127.2,109083.32761904763,107862.36819999998,109856.36432844093,108999.77993837792,110424.98001385282,67.76213048825997,0.02230083235229041,0.004677428843203554,0.00405997802613433,677.7907142857106,7557.360429999999,107955.2391818531,-0.23637749178070722
2025-10-20 08:00:00+00:00,111169.91,111679.25,110943.4,111097.15,925.77025,735.8500000000058,-72.76000000000931,-0.0006545835420229684,110561.99571428572,109241.12190476191,107947.51199999999,110047.25443175771,109155.14068368326,110846.90133939395,65.32671673819746,0.017869053421630143,0.004786044433932267,0.0040500679159216615,700.8821428571391,6631.590179999999,108037.44333291145,0.012928104575878452
2025-10-20 09:00:00+00:00,111097.16,111200.0,110691.96,110964.13,1095.42239,508.0399999999936,-133.02999999999884,-0.001197330444570266,110875.86857142858,109399.82190476189,108033.49459999999,110188.3122114873,109289.13989229932,111183.53363636365,69.57645454476217,0.021366813330807588,0.004979365467492938,0.004041825850151072,695.5678571428538,5536.1677899999995,108121.26963547504,0.18325512188364224
2025-10-20 10:00:00+00:00,110964.14,111098.01,110612.0,110731.78,644.26773,486.00999999999476,-232.36000000000058,-0.0020939199000614694,110959.63142857142,109525.31904761905,108113.74620000001,110271.92264048925,109396.00212249937,111409.46483982683,67.40702879643953,0.024843897302166962,0.0027748545323741285,0.0040407265070783755,717.8021428571394,4891.90006,108166.0600166751,-0.41185451759845804
2025-10-20 11:00:00+00:00,110731.78,111026.93,110608.27,111016.75,787.40667,418.65999999998894,284.97000000000116,0.002573515931921344,111044.58142857142,109649.66571428573,108196.39300000001,110386.51146502937,109516.05752083275,111564.0453064935,70.27006771767347,0.027423154327695487,0.002781434037223147,0.0040179467185153615,729.8585714285675,5679.30673,108220.21425654122,0.22217307081327808
2025-10-20 12:00:00+00:00,111016.75,111203.06,110780.0,110843.81,425.00243,423.0599999999977,-172.94000000000233,-0.0015577829471679072,111017.44142857144,109761.90904761905,108274.7798,110456.86508579408,109614.40955632663,111622.67928571429,65.78581647631393,0.019093931230257155,0.0019106839763752411,0.004029374793555581,715.3507142857104,5254.3043,108249.17716280928,-0.4602504065656441
2025-10-20 13:00:00+00:00,110843.82,111203.06,110588.23,111161.35,666.08434,614.8300000000017,317.52999999999884,0.002864751761961326,110997.84142857142,109882.72619047618,108353.83480000001,110565.2473802873,109728.99773733948,111631.71175238094,74.27008670882299,0.00922335050820089,0.0020259048590937387,0.004033432855056953,711.0028571428536,5920.38864,108294.0372842694,0.5672483096155474
