timestamp,open,high,low,close,volume,hl_range,oc_diff,ret,ma_7,ma_21,ma_50,ema_12,ema_26,hma_21,rsi_14,roc_10,ret_std_7,ret_std_30,atr_14,obv,vwap,vol_change,n-transactions,n-unique-addresses,hash-rate,avg-block-size,miners-revenue,sp500_close,dxy_close,news_sentiment,fear_greed
2025-10-22 00:00:00+00:00,108297.66,108643.61,107841.2,107986.14,1537.60176,802.4100000000035,-311.5200000000041,-0.0028766085179856,110103.65857142858,109615.28714285714,110044.8798,109894.2982109258,109944.56940115472,110846.53326580088,47.70469611431904,-0.037303740768965,0.005830140885987,0.0085091270937887,1392.8992857142864,-4932.51418,109450.64215224991,0.0043072950548908,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
2025-10-22 01:00:00+00:00,107986.15,108460.02,107986.14,108364.21,1493.26761,473.8800000000047,378.0600000000122,0.003501097455655,109585.61,109643.12095238097,110039.3084,109658.90002462952,109827.50574180992,109947.13036883116,49.06024860300169,-0.044597809907566,0.0064429970610296,0.0085459040686951,1393.1800000000014,-3439.24657,109430.57960522524,-0.0288333111689466,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
2025-10-22 02:00:00+00:00,108364.22,108678.21,108198.85,108198.85,699.65823,479.3600000000006,-165.36999999999534,-0.0015259650764768,109073.96142857142,109674.6319047619,110042.3362,109434.27694391728,109706.86457574992,109140.03753333334,47.40001731718351,-0.0387953259015965,0.0064696716117655,0.0085240053306124,1354.6128571428585,-4138.9048,109422.11145306898,-0.531458242772707,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
2025-10-22 03:00:00+00:00,108198.85,108219.12,107860.92,108216.02,1121.03699,358.1999999999971,17.169999999998254,0.0001586893021505,108706.59857142856,109689.21428571428,110045.585,109246.85279869924,109596.43164421288,108483.46805108228,49.048399203210295,-0.0335561778857874,0.0063795961752849,0.008493421128134,1309.3685714285727,-3017.86781,109405.56946803111,0.6022637080964517,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
2025-10-22 04:00:00+00:00,108216.03,108635.92,108162.09,108625.6,696.45277,473.83000000000175,409.570000000007,0.0037848370324466,108393.63857142856,109714.8919047619,110042.7566,109151.2754450532,109524.518189086,108030.00510476188,27.131082817669125,-0.030046731621552,0.0068333573863494,0.0085181054920028,1065.905714285716,-2321.4150400000003,109398.39539730552,-0.3787423820867855,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
2025-10-22 05:00:00+00:00,108625.61,108638.99,107879.93,108166.81,1434.44211,759.0600000000122,-458.8000000000029,-0.0042235900192957,108265.04285714286,109737.32142857143,110003.18399999998,108999.81922273732,109423.94721211668,107698.6764978355,12.22772889171273,-0.0323274950105291,0.0039815103429383,0.0085379427365754,988.645000000003,-3755.85715,109380.1197727487,1.0596401820614485,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
2025-10-22 06:00:00+00:00,108166.82,108331.75,107945.5,107980.02,675.25677,386.25,-186.8000000000029,-0.0017268698226378,108219.66428571429,109748.07142857143,109954.3424,108842.92703462388,109316.98964084878,107466.78631515152,13.530652364774824,-0.0253416538824394,0.0030774363897971,0.0085400540177468,906.6150000000032,-4431.11392,109370.67017174188,-0.5292547776640495,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
2025-10-22 07:00:00+00:00,107980.02,108321.64,107610.0,108321.63,1077.00799,711.6399999999994,341.6100000000006,0.0031636408291089,108267.59142857142,109739.59857142856,109900.0992,108762.7274908356,109243.2592970822,107363.02082510824,19.752072002823084,-0.0225119368699484,0.0031188843879347,0.0085235738031481,873.125714285717,-3354.10593,109355.86532638426,0.5949606695538945,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
2025-10-22 08:00:00+00:00,108321.64,108358.76,108079.86,108229.3,505.66169,278.8999999999942,-92.33999999999652,-0.0008523690051562,108248.31857142856,109722.89809523812,109838.7142,108680.66172301475,109168.15120100204,107360.48907359308,19.22874912257467,-0.0076804180330287,0.00282906036615,0.008508430563307,823.557857142859,-3859.76762,109349.77421815589,-0.5304940216831632,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
2025-10-22 09:00:00+00:00,108229.3,108274.43,107773.89,107963.13,557.31037,500.5399999999936,-266.16999999999825,-0.0024593155457902,108214.64428571428,109683.36142857144,109774.5784,108570.27222716634,109078.89037129818,107407.42431341994,19.05412767282155,-0.0030890784630914,0.0029237799945715,0.0084878557577448,813.8064285714302,-4417.07799,109341.84768468412,0.1021407811218604,424653.0,443995.0,1115874064.956139,1.4800193557046974,57476921.76238207,6699.39990234375,98.9000015258789,0.0,25.0
